대단원,중단원,문제,①,②,③,④,⑤,정답,문항 형식,Main/Sub,동아,미래엔,비상,지학사,천재,출제 수준,선지 개수,학습 개념 해설
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,수소 자동차는 수소 연료를 사용한다. (O / X),O,X,,,,①,OX형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 호출,2,수소 연료를 사용하는 수소 자동차를 이용한다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,연료 전지는 어떤 에너지 전환을 수행하는가?,열 → 빛,화학 → 전기,전기 → 열,열 → 운동,전기 → 화학,②,단답형,SUB,TRUE,FALSE,TRUE,FALSE,FALSE,개념 변형,5,연료 전지는 화학 반응으로 연료의 화학 에너지를 전기 에너지로 전환하는 전지이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,연료 전지는 연료의 화학 에너지를 전기 에너지로 바꾼다. (O / X),O,X,,,,①,OX형,SUB,TRUE,FALSE,TRUE,FALSE,FALSE,개념 호출,2,연료 전지는 화학 반응으로 연료의 화학 에너지를 전기 에너지로 전환하는 전지이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,(       )는 연료의 화학 에너지를 전기 에너지로 바꾼다.,연료 전지,수소 전지,태양 전지,,,①,단답형,SUB,TRUE,FALSE,TRUE,FALSE,FALSE,개념 호출,3,연료 전지는 화학 반응으로 연료의 화학 에너지를 전기 에너지로 전환하는 전지이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,연료 전지에서 전기를 얻는 원리는?,태양광 흡수,화학 반응,기계 운동,열 분산,,②,단답형,SUB,FALSE,FALSE,TRUE,FALSE,TRUE,개념 호출,4,연료 전지는 수소와 산소에 저장된 화학 에너지를 화학 반응을 이용하여 직접 전기 에너지로 전환하는 발전 방식이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,연료 전지는 (       )에 저장된 화학 에너지를 화학 반응을 이용하여 직접 전기 에너지로 전환하는 발전 방식이다.,태양빛,지열,생물,파도,수소와 산소,⑤,단답형,SUB,FALSE,FALSE,TRUE,FALSE,TRUE,개념 호출,5,연료 전지는 수소와 산소에 저장된 화학 에너지를 화학 반응을 이용하여 직접 전기 에너지로 전환하는 발전 방식이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,연료 전지는 에너지 효율이 높고 환경오염이 적다. (O / X),O,X,,,,①,OX형,SUB,FALSE,FALSE,FALSE,FALSE,TRUE,개념 호출,2,연료 전지의 장점은 에너지 효율이 높고 환경오염을 거의 일으키지 않는다는 것이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,연료 전지의 장점으로 옳은 것은?,"에너지 효율 높음, 환경오염 거의 없음","공해 발생, 열 손실","소음 유발, 전압 불안정","장소 제약, 탄소 발생","전기 적음, 연료 고갈",①,단답형,SUB,FALSE,FALSE,FALSE,FALSE,TRUE,개념 호출,5,연료 전지의 장점은 에너지 효율이 높고 환경오염을 거의 일으키지 않는다는 것이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,다음 중 연료 전지의 단점으로 옳은 것은?,공해 물질 발생,전압 불안정,수소 저장과 안정성 확보 필요,효율 낮음,가스 누출 많음,③,단답형,SUB,FALSE,FALSE,FALSE,FALSE,TRUE,개념 호출,5,연료 전지의 단점은 효율적인 수소 저장 기술과 안정성 확보를 위한 기술이 필요하다는 것이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,연료 전지의 단점은 효율적인 수소 저장 기술이 필요하다는 점이다. (O / X),O,X,,,,①,OX형,SUB,FALSE,FALSE,FALSE,FALSE,TRUE,개념 호출,2,연료 전지의 단점은 효율적인 수소 저장 기술과 안정성 확보를 위한 기술이 필요하다는 것이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,조력 에너지는 해수면의 (       ) 차이에서 발생한다.,염도,수온,높이,기압,방향,③,단답형,SUB,FALSE,FALSE,TRUE,FALSE,FALSE,개념 호출,5,조력 에너지는 밀물과 썰물로 생기는 해수면의 높이차로 생기는 에너지이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,조력 에너지는 주로 어떤 물리적 현상에 의해 생기는가?,해수 온도 변화,조수 간만의 차,지진파,풍속 변화,기압 저하,②,단답형,SUB,FALSE,FALSE,TRUE,FALSE,FALSE,개념 변형,5,조력 에너지는 밀물과 썰물로 생기는 해수면의 높이차로 생기는 에너지이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,조력 발전은 해수면의 높이 차를 이용해 발전기를 돌린다. (O / X),O,X,,,,①,OX형,MAIN,TRUE,FALSE,TRUE,FALSE,TRUE,개념 호출,2,조력 발전은 밀물과 썰물로 생기는 해수면의 높이 차를 이용하여 바닷물로 발전기를 돌려서 전기 에너지를 생산하는 발전 방식이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,조력 발전의 방식으로 옳은 것은?,빛 흡수 후 전환,화학 반응 이용,바닷물의 높이 차로 터빈 회전,지열 압축 방식,파도 진동 흡수,③,단답형,MAIN,TRUE,FALSE,TRUE,FALSE,TRUE,개념 호출,5,조력 발전은 밀물과 썰물로 생기는 해수면의 높이 차를 이용하여 바닷물로 발전기를 돌려서 전기 에너지를 생산하는 발전 방식이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,(       )은 밀물과 썰물로 생기는 해수면의 높이 차를 이용하여 바닷물로 발전기를 돌려서 전기 에너지를 생산하는 발전 방식이다.,조력 발전,파력 발전,풍력 발전,,,①,단답형,MAIN,TRUE,FALSE,TRUE,FALSE,TRUE,개념 호출,3,조력 발전은 밀물과 썰물로 생기는 해수면의 높이 차를 이용하여 바닷물로 발전기를 돌려서 전기 에너지를 생산하는 발전 방식이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,조력 발전의 장점으로 적절하지 않은 것은?,발전량 예측 가능,대량 생산 가능,비용 절감,,,③,단답형,SUB,FALSE,FALSE,FALSE,FALSE,TRUE,개념 호출,3,조력 발전의 장점은 전기를 대량 생산할 수 있고 발전량을 예측하기 쉽다는 것이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,조력 발전은 발전량을 예측하기 어렵다. (O / X),O,X,,,,②,OX형,SUB,FALSE,FALSE,FALSE,FALSE,TRUE,개념 호출,2,조력 발전의 장점은 전기를 대량 생산할 수 있고 발전량을 예측하기 쉽다는 것이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,조력 발전의 단점은 설치 (       )과 지역 제한이다.,속도,비용,시간,면적,수온,②,단답형,SUB,FALSE,FALSE,FALSE,FALSE,TRUE,개념 호출,5,조력 발전의 단점은 해수면의 높이 차가 큰 지역에 설치해야 하고 설치 비용이 많이 든다는 것이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,조력 발전은 해수면의 높이 차가 큰 지역에 설치해야 한다. (O / X),O,X,,,,①,OX형,SUB,FALSE,FALSE,FALSE,FALSE,TRUE,개념 호출,2,조력 발전의 단점은 해수면의 높이 차가 큰 지역에 설치해야 하고 설치 비용이 많이 든다는 것이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,조력 발전은 해수면 높이 차가 (       ) 지역에서 적합하다.,없는,작은,큰,고르지 않은,,③,단답형,SUB,FALSE,FALSE,FALSE,FALSE,TRUE,개념 호출,4,조력 발전의 단점은 해수면의 높이 차가 큰 지역에 설치해야 하고 설치 비용이 많이 든다는 것이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,바이오 에너지는 어떤 자원을 연료로 사용하는가?,광물 자원,생물 자원,지하 자원,기체 자원,태양 에너지,②,단답형,MAIN,TRUE,FALSE,TRUE,TRUE,TRUE,개념 호출,5,"바이오 에너지는 농작물, 식물, 음식물 쓰레기, 미생물, 유기성 폐자원 등 바이오매스를 연료로 하여 얻어지는 에너지로, 생물 자원을 이용하여 만들어진 에너지이다."
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,"바이오 에너지는 음식물 쓰레기, 농작물 등 (       )을/를 이용한다.",화석 자원,폐열,바이오매스,태양광,광물 자원,③,단답형,MAIN,TRUE,FALSE,TRUE,TRUE,TRUE,개념 호출,5,"바이오 에너지는 농작물, 식물, 음식물 쓰레기, 미생물, 유기성 폐자원 등 바이오매스를 연료로 하여 얻어지는 에너지로, 생물 자원을 이용하여 만들어진 에너지이다."
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,바이오 에너지를 구성하는 원료로 가장 적절한 것은?,석유,천연가스,음식물 쓰레기,철광석,알루미늄,③,단답형,MAIN,TRUE,FALSE,TRUE,TRUE,TRUE,개념 호출,5,"바이오 에너지는 농작물, 식물, 음식물 쓰레기, 미생물, 유기성 폐자원 등 바이오매스를 연료로 하여 얻어지는 에너지로, 생물 자원을 이용하여 만들어진 에너지이다."
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,바이오 에너지의 장점은?,값이 비쌈,이산화탄소 다량 배출,다양한 형태로 이용 가능,재배 시간 적음,토지 필요 없음,③,서술형,SUB,FALSE,FALSE,FALSE,FALSE,TRUE,개념 호출,5,"바이오 에너지의 장점은 화석연료보다 이산화탄소 배출량이 적고 저렴하며, 고체 연료나 액체 연료 등 다양하게 이용할 수 있다는 것이다."
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,바이오 에너지는 연료 형태가 한정적이다. (O / X),O,X,,,,②,OX형,SUB,FALSE,FALSE,FALSE,FALSE,TRUE,개념 변형,2,"바이오 에너지의 장점은 화석연료보다 이산화탄소 배출량이 적고 저렴하며, 고체 연료나 액체 연료 등 다양하게 이용할 수 있다는 것이다."
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,바이오 에너지는 화석 연료보다 (       ) 이산화탄소를 배출한다.,많은,적은,같은,두 배의,,②,단답형,SUB,FALSE,FALSE,FALSE,FALSE,TRUE,개념 호출,4,"바이오 에너지의 장점은 화석연료보다 이산화탄소 배출량이 적고 저렴하며, 고체 연료나 액체 연료 등 다양하게 이용할 수 있다는 것이다."
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,바이오 에너지의 원료 재배는 토지를 거의 차지하지 않는다. (O / X),O,X,,,,②,OX형,SUB,FALSE,FALSE,FALSE,FALSE,TRUE,개념 변형,2,"바이오 에너지의 단점은 원료가 되는 식물 재배에 넓은 면적의 토지가 필요하며, 재배에 시간이 걸리고 에너지가 소모된다는 것이다."
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,바이오 에너지는 식물 재배에 (       ) 시간이 걸린다.,짧은,중간 정도의,많은,불규칙한,,③,단답형,SUB,FALSE,FALSE,FALSE,FALSE,TRUE,개념 변형,4,"바이오 에너지의 단점은 원료가 되는 식물 재배에 넓은 면적의 토지가 필요하며, 재배에 시간이 걸리고 에너지가 소모된다는 것이다."
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,바이오 에너지의 단점으로 적절하지 않은 것은?,토지 면적 필요,이산화탄소 증가,재배 시간 필요,,,②,단답형,SUB,FALSE,FALSE,FALSE,FALSE,TRUE,개념 호출,3,"바이오 에너지의 단점은 원료가 되는 식물 재배에 넓은 면적의 토지가 필요하며, 재배에 시간이 걸리고 에너지가 소모된다는 것이다."
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,수력 에너지는 어떤 형태의 에너지인가?,핵에너지,화학 에너지,위치 에너지,전기 에너지,열 에너지,③,단답형,SUB,FALSE,FALSE,TRUE,FALSE,FALSE,개념 변형,5,수력 에너지는 높은 곳에 있는 물이 가진 위치 에너지이다. 
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,수력 에너지는 물의 화학 에너지를 활용한 것이다. (O / X),O,X,,,,②,OX형,SUB,FALSE,FALSE,TRUE,FALSE,FALSE,개념 호출,2,수력 에너지는 높은 곳에 있는 물이 가진 위치 에너지이다. 
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,수력 에너지는 높은 곳의 물이 가진 (       )을 활용한다.,소리,온도,속도,위치 에너지,질량,④,단답형,SUB,FALSE,FALSE,TRUE,FALSE,FALSE,개념 호출,5,수력 에너지는 높은 곳에 있는 물이 가진 위치 에너지이다. 
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,수력 발전은 어떤 원리로 전기를 생산하는가?,온도 변화,태양광 흡수,낙수에 의한 터빈 회전,수소 연소,기계 압축,③,단답형,SUB,TRUE,FALSE,TRUE,FALSE,FALSE,개념 변형,5,수력 발전은 높은 곳에서 낮은 곳으로 흐르는 물로 터빈을 돌려 전기를 생산하는 발전 방식이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,수력 발전은 높은 곳에서 낮은 곳으로 흐르는 물의 힘으로 전기를 생산한다. (O / X),O,X,,,,①,OX형,SUB,TRUE,FALSE,TRUE,FALSE,FALSE,개념 호출,2,수력 발전은 높은 곳에서 낮은 곳으로 흐르는 물로 터빈을 돌려 전기를 생산하는 발전 방식이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,수력 발전은 흐르는 물로 (       )를 돌려 전기를 만든다.,모터,패널,터빈,전선,배터리,③,단답형,SUB,TRUE,FALSE,TRUE,FALSE,FALSE,개념 호출,5,수력 발전은 높은 곳에서 낮은 곳으로 흐르는 물로 터빈을 돌려 전기를 생산하는 발전 방식이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,파력 에너지는 무엇에 의해 발생하는가?,지열,파도,햇빛,풍력,전기,②,단답형,SUB,FALSE,FALSE,TRUE,FALSE,FALSE,개념 호출,5,파력 에너지는 파도가 갖는 에너지이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,파력 에너지는 파도가 갖는 에너지이다. (O / X),O,X,,,,①,OX형,SUB,FALSE,FALSE,TRUE,FALSE,FALSE,개념 호출,2,파력 에너지는 파도가 갖는 에너지이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,파력 발전은 파도에 의한 어떤 현상을 활용하는가?,온도 변화,전기 전도,해수면 상승과 하강,풍속 증가,압력 감소,③,단답형,SUB,TRUE,FALSE,TRUE,FALSE,FALSE,개념 호출,5,파력 발전은 파도가 칠 때 해수면이 상승하거나 하강하여 생기는 공기의 흐름을 이용하여 전기를 생산하는 발전 방식이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,파력 발전은 해수면이 움직이며 생기는 공기의 흐름을 이용한다. (O / X),O,X,,,,①,OX형,SUB,TRUE,FALSE,TRUE,FALSE,FALSE,개념 호출,2,파력 발전은 파도가 칠 때 해수면이 상승하거나 하강하여 생기는 공기의 흐름을 이용하여 전기를 생산하는 발전 방식이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,파력 발전은 파도로 인해 생기는 (       )을 이용하여 전기를 생산한다.,공기의 흐름,지열,빛의 반사,전기장,자기장,①,단답형,SUB,TRUE,FALSE,TRUE,FALSE,FALSE,개념 호출,5,파력 발전은 파도가 칠 때 해수면이 상승하거나 하강하여 생기는 공기의 흐름을 이용하여 전기를 생산하는 발전 방식이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,지열 에너지는 어떤 에너지인가?,지표면 에너지,지구 내부의 열에너지,화학 에너지,수소 에너지,태양 에너지,②,단답형,SUB,FALSE,FALSE,TRUE,FALSE,FALSE,개념 호출,5,지열 에너지는 지구 내부의 열에너지이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,지열 에너지는 지구 내부의 (       )에 해당한다.,운동,전기,열,위치,광,③,단답형,SUB,FALSE,FALSE,TRUE,FALSE,FALSE,개념 호출,5,지열 에너지는 지구 내부의 열에너지이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,지열 발전은 어떤 자원을 이용하는가?,고온의 지하수나 수증기,햇빛,강물,파도,풍력,①,단답형,MAIN,TRUE,FALSE,TRUE,TRUE,FALSE,개념 호출,5,지열 발전은 땅속 고온의 지하수나 수증기를 이용하여 난방을 하거나 전기 에너지를 생산하는 발전 방식이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,지열 발전은 (       )를 이용해 난방이나 전기 생산을 한다.,햇빛,지하수,바람,해수면,자기장,②,단답형,MAIN,TRUE,FALSE,TRUE,TRUE,FALSE,개념 호출,5,지열 발전은 땅속 고온의 지하수나 수증기를 이용하여 난방을 하거나 전기 에너지를 생산하는 발전 방식이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,폐기물 에너지의 특징은?,광물 연료 사용,지열 활용,폐기물 소각 열 이용,수소 연소,기계 운동,③,단답형,SUB,FALSE,FALSE,TRUE,FALSE,FALSE,개념 호출,5,폐기물 에너지는 산업체와 가정에서 발생하는 가연성 폐기물을 소각할 때 생긴 열을 이용하는 에너지이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,폐기물 에너지는 가연성 폐기물을 소각해 얻은 열이다. (O / X),O,X,,,,①,OX형,SUB,FALSE,FALSE,TRUE,FALSE,FALSE,개념 호출,2,폐기물 에너지는 산업체와 가정에서 발생하는 가연성 폐기물을 소각할 때 생긴 열을 이용하는 에너지이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,폐기물 에너지는 산업체와 가정에서 발생하는 (       ) 폐기물의 소각 열을 활용한다.,가연성,액체성,고형성,기체성,중금속성,①,단답형,SUB,FALSE,FALSE,TRUE,FALSE,FALSE,개념 호출,5,폐기물 에너지는 산업체와 가정에서 발생하는 가연성 폐기물을 소각할 때 생긴 열을 이용하는 에너지이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,폐기물 에너지는 어떤 방식으로 활용되는가?,압축 활용,소각 열 활용,광물 연소,전기 저장,풍력 회전,②,단답형,SUB,FALSE,FALSE,TRUE,TRUE,FALSE,개념 호출,5,폐기물 매립장에서 발생하는 가스를 이용하거나 소각 과정에서 발생하는 열을 이용한다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,폐기물 에너지는 소각 시 발생하는 (       )을 활용한 것이다.,소음,빛,열,공기,중금속,③,단답형,SUB,FALSE,FALSE,TRUE,TRUE,FALSE,개념 호출,5,폐기물 매립장에서 발생하는 가스를 이용하거나 소각 과정에서 발생하는 열을 이용한다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,폐기물 매립지에서는 가스나 소각 열을 활용하여 에너지를 얻는다. (O / X),O,X,,,,①,OX형,SUB,FALSE,FALSE,TRUE,TRUE,FALSE,개념 호출,2,폐기물 매립장에서 발생하는 가스를 이용하거나 소각 과정에서 발생하는 열을 이용한다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,국제 핵융합 실험로 연구에는 몇 개국이 참여하고 있는가?,10개국,20개국,25개국,35개국,50개국,④,단답형,SUB,FALSE,FALSE,TRUE,FALSE,FALSE,개념 호출,5,우리나라를 포함해 35개국이 참여하는 국제 핵융합 실험로(ITER) 연구가 진행되고 있다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,ITER 프로젝트에는 우리나라를 포함한 35개국이 참여 중이다. (O / X),O,X,,,,①,OX형,SUB,FALSE,FALSE,TRUE,FALSE,FALSE,개념 호출,2,우리나라를 포함해 35개국이 참여하는 국제 핵융합 실험로(ITER) 연구가 진행되고 있다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,우리나라에서 독자적으로 개발한 핵융합 장치는 무엇인가?,K-ITER,KSTAR,K-NUCLEAR,KENERGY,K-PROTON,②,단답형,SUB,TRUE,FALSE,TRUE,FALSE,FALSE,개념 호출,5,우리나라에서는 독자적으로 '한국 차세대 초전도 토카막 연구'를 진행하여 한국형 핵융합 연구 장치(KSTAR)를 개발하였다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,KSTAR는 우리나라가 독자적으로 개발한 핵분열 장치이다. (O / X),O,X,,,,②,OX형,SUB,TRUE,FALSE,TRUE,FALSE,FALSE,개념 호출,2,우리나라에서는 독자적으로 '한국 차세대 초전도 토카막 연구'를 진행하여 한국형 핵융합 연구 장치(KSTAR)를 개발하였다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,우리 주변에서 볼 수 있는 신재생 에너지 기술에 해당하지 않는 것은?,수소 자동차,소형 수력 발전기,석탄 발전소,태양광 전지 가로등,에너지 자립 마을,③,단답형,MAIN,TRUE,TRUE,TRUE,TRUE,FALSE,개념 호출,5,"우리 주변에서 볼 수 있는 신재생 에너지 기술의 예시로는 제주도 수소 충전소, 수소 자동차, 도로의 태양광 전지 가로등이나 의자, 건물 옥상의 태양광 전지, 소형 수력 발전기, 친환경 에너지 도시 등이 있다."
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,도로 위 태양광 전지 가로등은 신재생 에너지 기술의 예시이다. (O / X),O,X,,,,①,OX형,MAIN,TRUE,TRUE,TRUE,TRUE,FALSE,개념 호출,2,"우리 주변에서 볼 수 있는 신재생 에너지 기술의 예시로는 제주도 수소 충전소, 수소 자동차, 도로의 태양광 전지 가로등이나 의자, 건물 옥상의 태양광 전지, 소형 수력 발전기, 친환경 에너지 도시 등이 있다."
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,소형 수력 발전기는 신재생 에너지 기술에 해당한다. (O / X),O,X,,,,①,OX형,MAIN,TRUE,TRUE,TRUE,TRUE,FALSE,개념 호출,2,"우리 주변에서 볼 수 있는 신재생 에너지 기술의 예시로는 제주도 수소 충전소, 수소 자동차, 도로의 태양광 전지 가로등이나 의자, 건물 옥상의 태양광 전지, 소형 수력 발전기, 친환경 에너지 도시 등이 있다."
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,친환경 에너지 도시로 옳은 것은?,서울,프라이부르크,도쿄,상하이,뉴욕,②,단답형,SUB,FALSE,FALSE,TRUE,TRUE,FALSE,개념 호출,5,"친환경 에너지 도시의 예시로는 영국의 베드제드 마을, 독일의 프라이부르크, 아랍에미리트의 마스다르, 대한민국의 에너지 자립 마을 등이 있다. "
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,베드제드는 (       )의 친환경 에너지 마을이다.,미국,영국,프랑스,캐나다,이탈리아,②,단답형,SUB,FALSE,FALSE,TRUE,TRUE,FALSE,개념 호출,5,"친환경 에너지 도시의 예시로는 영국의 베드제드 마을, 독일의 프라이부르크, 아랍에미리트의 마스다르, 대한민국의 에너지 자립 마을 등이 있다. "
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,신재생 에너지의 단점을 보완하기 위한 노력으로 옳은 것은?,보급 축소,기술 개발과 연구,화석연료 확대,전기 요금 인상,해외 의존도 증가,②,단답형,SUB,TRUE,FALSE,TRUE,FALSE,FALSE,개념 호출,5,"최근에는 신재생 에너지의 단점을 보완하기 위해 신재생 에너지의 경제성과 발전 효율을 높이기 위해 많은 연구가 진행되고, 여러 기술이 개발되고 있다."
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,최근에는 신재생 에너지의 (       )과 발전 효율을 높이기 위한 기술 개발이 이루어지고 있다.,유통성,경제성,간편성,위험성,가연성,②,단답형,SUB,TRUE,FALSE,TRUE,FALSE,FALSE,개념 호출,5,"최근에는 신재생 에너지의 단점을 보완하기 위해 신재생 에너지의 경제성과 발전 효율을 높이기 위해 많은 연구가 진행되고, 여러 기술이 개발되고 있다."
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,신재생 에너지의 경제성과 발전 효율을 높이기 위한 기술 개발이 진행되고 있다. (O / X),O,X,,,,①,OX형,SUB,TRUE,FALSE,TRUE,FALSE,FALSE,개념 호출,2,"최근에는 신재생 에너지의 단점을 보완하기 위해 신재생 에너지의 경제성과 발전 효율을 높이기 위해 많은 연구가 진행되고, 여러 기술이 개발되고 있다."
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,스마트 그리드는 무엇과 무엇을 접목한 시스템인가?,열관리와 풍력,통신 기술과 전력망,풍력과 화석 연료,ESS와 수력,태양광과 수력,②,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 호출,5,스마트 그리드는 기존의 전력망에 정보통신 기술을 접목하여 수요자와 공급자가 실시가능로 전보를 교환하며 효율적으로 에너지를 관리하는 시스템이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,스마트 그리드는 기존 전력망에 정보통신 기술을 접목한 것이다. (O / X),O,X,,,,①,OX형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 호출,2,스마트 그리드는 기존의 전력망에 정보통신 기술을 접목하여 수요자와 공급자가 실시가능로 전보를 교환하며 효율적으로 에너지를 관리하는 시스템이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,(       )는 기존의 전력망에 정보통신 기술을 접목하여 수요자와 공급자가 실시가능로 전보를 교환하며 효율적으로 에너지를 관리하는 시스템이다.,에너지 수확 기술,스마트 그리드,스마트 네트워크,에너지 저장 시스템,,②,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 호출,4,스마트 그리드는 기존의 전력망에 정보통신 기술을 접목하여 수요자와 공급자가 실시가능로 전보를 교환하며 효율적으로 에너지를 관리하는 시스템이다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,스마트 그리드에는 에너지 저장 시스템(       )이 포함된다.,ECS,SSG,ESS,KTX,PSS,③,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,5,스마트 그리드 운영을 위해 소비자의 전력 사용량과 소비 패턴을 분석할 수 있는 스마트 계량기와 여분의 에너지를 저장하고 관리하는 에너지 저장 시스템(ESS)을 사용한다. 
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,스마트 그리드는 소비 패턴 분석과 (       ) 저장 기능을 포함한다.,수력,전력,빛,바이오매스,풍속,②,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 호출,5,스마트 그리드 운영을 위해 소비자의 전력 사용량과 소비 패턴을 분석할 수 있는 스마트 계량기와 여분의 에너지를 저장하고 관리하는 에너지 저장 시스템(ESS)을 사용한다. 
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,스마트 그리드 운영에서 스마트 계량기는 어떤 목적에 사용되는가?,조명 제어,소리 감지,전력 사용량 및 소비 패턴 분석,풍속 측정,전파 수신,③,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 호출,5,스마트 그리드 운영을 위해 소비자의 전력 사용량과 소비 패턴을 분석할 수 있는 스마트 계량기와 여분의 에너지를 저장하고 관리하는 에너지 저장 시스템(ESS)을 사용한다. 
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,가상발전소는 신재생 에너지 (       ) 대책으로 주목받고 있다.,축소,확대,보관,축적,저장,②,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 호출,5,에너지 저장 시스템(ESS)과 신재생 발전소 등 여러 분산 전원을 연결해 하나의 발전소처럼 통합하여 운영하는 가상발전소(VPP)기술 도 신재생 에너지 확대를 위한 대책으로 주목받고 있다.
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,VPP는 다음 중 무엇을 연결하는 기술인가?,분산 전원,도시 전력망,수력 발전기,고속 전철망,송전 설비,①,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 호출,5,에너지 저장 시스템(ESS)과 신재생 발전소 등 여러 분산 전원을 연결해 하나의 발전소처럼 통합하여 운영하는 가상발전소(VPP)기술 도 신재생 에너지 확대를 위한 대책으로 주목받고 있다.
,,,,,,,,,,,,,,,,,,#REF!
에너지와 지속가능한 발전,에너지 효율과 신재생 에너지,에너지 수확 기술은 화석 연료를 저장해 활용한다. (O / X),O,X,,,,②,OX형,SUB,FALSE,TRUE,FALSE,FALSE,FALSE,개념 호출,2,"에너지 수확 기술은 바람, 물, 진동 등의 자연 에너지, 신체의 움직임, 방송 전파 등에서 버려지는 적은 양의 에너지를 모아 전기 에너지를 생산하는 기술이다."
